date,open,close,high,low,mktret
2022/8/31,"3,202.14","3,216.53","3,232.02","3,184.39",-0.78%
2022/8/30,"3,227.22","3,240.18","3,243.75","3,212.63",-0.42%
2022/8/29,"3,240.73","3,203.10","3,240.73","3,199.00",0.14%
2022/8/26,"3,236.22","3,250.63","3,266.27","3,232.28",-0.31%
2022/8/25,"3,246.25","3,223.46","3,248.35","3,199.12",0.97%
2022/8/24,"3,215.20","3,279.17","3,281.88","3,212.39",-1.86%
2022/8/23,"3,276.22","3,274.43","3,284.60","3,262.63",-0.05%
2022/8/22,"3,277.79","3,249.70","3,278.17","3,247.19",0.61%
2022/8/19,"3,258.08","3,275.62","3,286.49","3,258.06",-0.59%
2022/8/18,"3,277.54","3,286.37","3,289.14","3,270.56",-0.46%
2022/8/17,"3,292.53","3,282.10","3,296.00","3,263.35",0.45%
2022/8/16,"3,277.88","3,278.68","3,295.02","3,271.57",0.05%
2022/8/15,"3,276.09","3,268.37","3,286.89","3,261.82",-0.02%
2022/8/12,"3,276.89","3,275.77","3,288.22","3,272.84",-0.15%
2022/8/11,"3,281.67","3,243.47","3,281.67","3,237.90",1.60%
2022/8/10,"3,230.02","3,242.36","3,253.17","3,217.81",-0.54%
2022/8/9,"3,247.43","3,235.74","3,248.77","3,227.54",0.32%
2022/8/8,"3,236.93","3,218.85","3,237.97","3,214.08",0.31%
2022/8/5,"3,227.03","3,195.23","3,228.89","3,184.45",1.19%
2022/8/4,"3,189.04","3,179.43","3,191.00","3,155.70",0.80%
2022/8/3,"3,163.67","3,188.89","3,217.55","3,159.46",-0.71%
2022/8/2,"3,186.27","3,231.26","3,231.26","3,155.19",-2.26%
2022/8/1,"3,259.96","3,246.62","3,264.30","3,225.55",0.21%
2022/7/29,"3,253.24","3,282.81","3,294.80","3,246.37",-0.89%
2022/7/28,"3,282.58","3,287.50","3,305.71","3,277.11",0.21%
2022/7/27,"3,275.76","3,271.78","3,282.57","3,265.73",-0.05%
2022/7/26,"3,277.44","3,254.19","3,282.41","3,246.04",0.83%
2022/7/25,"3,250.39","3,269.71","3,273.18","3,243.03",-0.60%
2022/7/22,"3,269.97","3,276.20","3,293.64","3,246.73",-0.06%
2022/7/21,"3,272.00","3,297.66","3,300.53","3,272.00",-0.99%
2022/7/20,"3,304.72","3,291.55","3,308.35","3,287.74",0.77%
2022/7/19,"3,279.43","3,278.72","3,283.93","3,256.02",0.04%
2022/7/18,"3,278.10","3,235.09","3,278.47","3,226.23",1.55%
2022/7/15,"3,228.06","3,261.38","3,288.92","3,228.06",-1.64%
2022/7/14,"3,281.74","3,277.45","3,299.25","3,261.49",-0.08%
2022/7/13,"3,284.29","3,279.60","3,297.02","3,266.48",0.09%
2022/7/12,"3,281.47","3,307.22","3,319.25","3,277.08",-0.97%
2022/7/11,"3,313.58","3,341.10","3,341.10","3,297.00",-1.27%
2022/7/8,"3,356.08","3,380.37","3,386.31","3,354.12",-0.25%
2022/7/7,"3,364.40","3,353.13","3,375.86","3,332.31",0.27%
2022/7/6,"3,355.35","3,391.03","3,391.03","3,333.10",-1.43%
2022/7/5,"3,404.03","3,411.13","3,424.84","3,372.06",-0.04%
2022/7/4,"3,405.43","3,381.82","3,405.62","3,364.09",0.53%
2022/7/1,"3,387.64","3,400.26","3,404.05","3,378.36",-0.32%
2022/6/30,"3,398.62","3,358.93","3,417.01","3,358.93",1.10%
2022/6/29,"3,361.52","3,399.68","3,414.65","3,358.47",-1.40%
2022/6/28,"3,409.21","3,377.68","3,412.10","3,358.87",0.89%
2022/6/27,"3,379.19","3,364.00","3,393.31","3,364.00",0.88%
2022/6/24,"3,349.75","3,324.74","3,356.71","3,322.95",0.89%
2022/6/23,"3,320.15","3,269.05","3,320.15","3,262.29",1.62%
2022/6/22,"3,267.20","3,309.12","3,311.02","3,266.54",-1.20%
2022/6/21,"3,306.72","3,313.79","3,329.39","3,279.83",-0.26%
2022/6/20,"3,315.43","3,315.78","3,333.90","3,292.93",-0.04%
2022/6/17,"3,316.79","3,265.51","3,323.28","3,262.89",0.96%
2022/6/16,"3,285.38","3,306.84","3,319.69","3,277.53",-0.61%
2022/6/15,"3,305.41","3,289.10","3,358.55","3,288.85",0.50%
2022/6/14,"3,288.91","3,224.21","3,289.13","3,195.82",1.02%
2022/6/13,"3,255.55","3,256.27","3,272.99","3,229.31",-0.89%
2022/6/10,"3,284.83","3,214.18","3,286.62","3,210.81",1.42%
2022/6/9,"3,238.95","3,259.49","3,270.56","3,223.48",-0.76%
2022/6/8,"3,263.79","3,245.02","3,266.63","3,216.01",0.68%
2022/6/7,"3,241.76","3,235.42","3,253.09","3,222.64",0.17%
2022/6/6,"3,236.37","3,196.96","3,237.07","3,181.65",1.28%
2022/6/2,"3,195.46","3,170.31","3,197.28","3,163.76",0.42%
2022/6/1,"3,182.16","3,179.69","3,190.61","3,160.04",-0.13%
2022/5/31,"3,186.43","3,149.94","3,188.60","3,142.00",1.19%
2022/5/30,"3,149.06","3,141.96","3,150.89","3,123.15",0.60%
2022/5/27,"3,130.24","3,135.03","3,151.05","3,112.54",0.23%
2022/5/26,"3,123.11","3,111.48","3,133.28","3,079.48",0.50%
2022/5/25,"3,107.46","3,070.17","3,107.63","3,069.95",1.19%
2022/5/24,"3,070.93","3,149.06","3,153.13","3,070.93",-2.41%
2022/5/23,"3,146.86","3,150.49","3,150.51","3,127.90",0.01%
2022/5/20,"3,146.57","3,107.09","3,146.57","3,107.09",1.60%
2022/5/19,"3,096.96","3,046.71","3,096.96","3,042.67",0.36%
2022/5/18,"3,085.98","3,095.89","3,105.84","3,071.30",-0.25%
2022/5/17,"3,093.70","3,076.50","3,093.70","3,057.64",0.65%
2022/5/16,"3,073.75","3,100.55","3,102.58","3,063.40",-0.34%
2022/5/13,"3,084.28","3,068.03","3,086.10","3,059.25",0.96%
2022/5/12,"3,054.99","3,044.80","3,072.16","3,032.95",-0.12%
2022/5/11,"3,058.70","3,035.39","3,100.90","3,034.67",0.75%
2022/5/10,"3,035.84","2,965.78","3,043.78","2,957.40",1.06%
2022/5/9,"3,004.14","2,990.20","3,015.94","2,983.61",0.09%
2022/5/6,"3,001.56","3,011.32","3,030.69","2,992.72",-2.16%
2022/5/5,"3,067.76","3,044.85","3,082.23","3,042.12",0.68%
2022/4/29,"3,047.06","2,986.06","3,048.49","2,968.33",2.41%
2022/4/28,"2,975.48","2,945.81","2,991.51","2,936.79",0.58%
2022/4/27,"2,958.28","2,866.82","2,959.18","2,863.65",2.49%
2022/4/26,"2,886.43","2,930.45","2,957.68","2,878.26",-1.44%
2022/4/25,"2,928.51","3,034.27","3,043.82","2,928.51",-5.13%
2022/4/22,"3,086.92","3,058.40","3,105.66","3,049.36",0.23%
2022/4/21,"3,079.81","3,138.43","3,160.90","3,069.68",-2.26%
2022/4/20,"3,151.05","3,189.89","3,191.83","3,142.05",-1.35%
2022/4/19,"3,194.03","3,192.09","3,207.83","3,174.71",-0.05%
2022/4/18,"3,195.52","3,185.94","3,204.03","3,166.98",-0.49%
2022/4/15,"3,211.24","3,210.70","3,229.87","3,200.13",-0.45%
2022/4/14,"3,225.64","3,203.63","3,240.00","3,200.23",1.22%
2022/4/13,"3,186.82","3,199.80","3,225.47","3,183.53",-0.82%
2022/4/12,"3,213.33","3,165.12","3,214.54","3,140.90",1.46%
2022/4/11,"3,167.13","3,239.85","3,239.85","3,156.51",-2.61%
2022/4/8,"3,251.85","3,239.88","3,257.09","3,208.35",0.47%
2022/4/7,"3,236.70","3,267.81","3,290.26","3,236.48",-1.42%
2022/4/6,"3,283.43","3,269.43","3,288.11","3,255.69",0.02%
2022/4/1,"3,282.72","3,234.67","3,287.23","3,226.30",0.94%
2022/3/31,"3,252.20","3,256.14","3,272.04","3,246.06",-0.44%
2022/3/30,"3,266.60","3,217.59","3,266.60","3,216.30",1.96%
2022/3/29,"3,203.94","3,216.01","3,229.18","3,196.46",-0.33%
2022/3/28,"3,214.50","3,185.17","3,230.22","3,159.83",0.07%
2022/3/25,"3,212.24","3,247.16","3,257.11","3,211.64",-1.17%
2022/3/24,"3,250.26","3,256.06","3,266.89","3,236.66",-0.63%
2022/3/23,"3,271.03","3,264.79","3,279.89","3,251.98",0.34%
2022/3/22,"3,259.86","3,249.54","3,279.11","3,239.53",0.19%
2022/3/21,"3,253.69","3,255.62","3,267.50","3,223.39",0.08%
2022/3/18,"3,251.07","3,207.15","3,260.78","3,197.36",1.12%
2022/3/17,"3,215.04","3,215.01","3,260.17","3,202.93",1.40%
2022/3/16,"3,170.71","3,107.67","3,177.79","3,023.30",3.48%
2022/3/15,"3,063.97","3,192.36","3,196.92","3,063.97",-4.95%
2022/3/14,"3,223.53","3,271.89","3,297.80","3,223.53",-2.60%
2022/3/11,"3,309.75","3,259.32","3,315.66","3,217.42",0.41%
2022/3/10,"3,296.09","3,312.18","3,326.58","3,291.24",1.22%
2022/3/9,"3,256.39","3,303.71","3,321.48","3,147.68",-1.13%
2022/3/8,"3,293.53","3,372.55","3,383.63","3,287.34",-2.35%
2022/3/7,"3,372.86","3,438.56","3,438.56","3,360.74",-2.17%
2022/3/4,"3,447.65","3,459.98","3,474.88","3,437.70",-0.96%
2022/3/3,"3,481.11","3,495.93","3,500.29","3,473.34",-0.09%
2022/3/2,"3,484.19","3,478.29","3,486.62","3,467.00",-0.13%
2022/3/1,"3,488.83","3,471.36","3,491.13","3,465.72",0.77%
2022/2/28,"3,462.31","3,450.32","3,462.31","3,425.52",0.32%
2022/2/25,"3,451.41","3,445.34","3,480.18","3,440.93",0.63%
2022/2/24,"3,429.96","3,474.37","3,486.98","3,400.21",-1.70%
2022/2/23,"3,489.15","3,458.51","3,490.76","3,458.18",0.93%
2022/2/22,"3,457.15","3,473.29","3,473.39","3,437.67",-0.96%
2022/2/21,"3,490.61","3,488.41","3,492.20","3,471.69",0.00%
2022/2/18,"3,490.76","3,451.63","3,490.76","3,447.03",0.66%
2022/2/17,"3,468.04","3,464.21","3,480.97","3,454.28",0.06%
2022/2/16,"3,465.83","3,457.07","3,475.06","3,453.80",0.57%
2022/2/15,"3,446.09","3,428.04","3,447.49","3,421.64",0.50%
2022/2/14,"3,428.88","3,451.85","3,457.26","3,415.45",-0.98%
2022/2/11,"3,462.95","3,472.28","3,500.15","3,459.33",-0.66%
2022/2/10,"3,485.91","3,481.91","3,488.86","3,464.22",0.17%
2022/2/9,"3,479.95","3,450.82","3,484.74","3,444.08",0.79%
2022/2/8,"3,452.63","3,428.54","3,453.19","3,390.46",0.67%
2022/2/7,"3,429.58","3,407.76","3,434.03","3,407.76",2.03%
2022/1/28,"3,361.44","3,407.59","3,417.05","3,356.56",-0.97%
2022/1/27,"3,394.25","3,456.10","3,456.36","3,392.02",-1.78%
2022/1/26,"3,455.67","3,442.69","3,462.12","3,417.76",0.66%
2022/1/25,"3,433.06","3,509.28","3,519.83","3,433.06",-2.58%
2022/1/24,"3,524.10","3,508.24","3,531.61","3,500.14",0.04%
2022/1/21,"3,522.57","3,546.75","3,547.00","3,514.89",-0.91%
2022/1/20,"3,555.06","3,556.23","3,576.26","3,540.55",-0.09%
2022/1/19,"3,558.18","3,567.63","3,578.73","3,541.66",-0.33%
2022/1/18,"3,569.91","3,541.89","3,579.31","3,531.33",0.80%
2022/1/17,"3,541.67","3,522.09","3,546.09","3,519.43",0.58%
2022/1/14,"3,521.26","3,544.07","3,548.42","3,519.32",-0.96%
2022/1/13,"3,555.26","3,601.03","3,601.07","3,555.16",-1.17%
2022/1/12,"3,597.43","3,578.16","3,599.50","3,572.10",0.84%
2022/1/11,"3,567.44","3,589.90","3,602.15","3,562.75",-0.73%
2022/1/10,"3,593.52","3,572.74","3,593.52","3,555.13",0.39%
2022/1/7,"3,579.54","3,588.99","3,607.23","3,577.10",-0.18%
2022/1/6,"3,586.08","3,581.22","3,594.49","3,559.88",-0.25%
2022/1/5,"3,595.18","3,628.26","3,628.26","3,583.47",-1.02%
2022/1/4,"3,632.33","3,649.15","3,651.89","3,610.09",-0.20%
2021/12/31,"3,639.78","3,626.24","3,642.84","3,624.94",0.57%
2021/12/30,"3,619.19","3,596.49","3,628.92","3,595.50",0.62%
2021/12/29,"3,597.00","3,630.92","3,630.92","3,596.32",-0.91%
2021/12/28,"3,630.11","3,619.64","3,631.08","3,607.36",0.39%
2021/12/27,"3,615.97","3,613.05","3,632.19","3,601.94",-0.06%
2021/12/24,"3,618.05","3,645.39","3,648.96","3,612.07",-0.69%
2021/12/23,"3,643.34","3,625.47","3,643.55","3,618.05",0.57%
2021/12/22,"3,622.62","3,632.68","3,635.90","3,616.55",-0.07%
2021/12/21,"3,625.13","3,591.45","3,627.09","3,591.45",0.88%
2021/12/20,"3,593.60","3,620.04","3,643.95","3,589.36",-1.07%
2021/12/17,"3,632.36","3,670.26","3,673.65","3,631.66",-1.16%
2021/12/16,"3,675.02","3,648.93","3,675.02","3,644.66",0.75%
2021/12/15,"3,647.63","3,655.05","3,668.40","3,645.24",-0.38%
2021/12/14,"3,661.53","3,669.81","3,671.68","3,654.66",-0.53%
2021/12/13,"3,681.08","3,686.94","3,708.94","3,678.06",0.40%
2021/12/10,"3,666.35","3,654.37","3,667.85","3,651.35",-0.18%
2021/12/9,"3,673.04","3,641.16","3,688.40","3,638.70",0.98%
2021/12/8,"3,637.57","3,602.82","3,637.72","3,591.99",1.18%
2021/12/7,"3,595.09","3,611.22","3,614.22","3,572.57",0.16%
2021/12/6,"3,589.31","3,615.24","3,626.13","3,586.81",-0.50%
2021/12/3,"3,607.43","3,576.45","3,608.47","3,573.21",0.94%
2021/12/2,"3,573.84","3,573.25","3,586.87","3,567.14",-0.09%
2021/12/1,"3,576.89","3,561.89","3,576.89","3,558.69",0.36%
2021/11/30,"3,563.89","3,570.75","3,582.11","3,546.36",0.03%
2021/11/29,"3,562.70","3,528.67","3,563.68","3,526.35",-0.04%
2021/11/26,"3,564.09","3,576.11","3,576.11","3,554.88",-0.56%
2021/11/25,"3,584.18","3,593.39","3,597.15","3,579.53",-0.24%
2021/11/24,"3,592.70","3,590.02","3,602.74","3,575.29",0.10%
2021/11/23,"3,589.09","3,580.51","3,598.38","3,577.36",0.20%
2021/11/22,"3,582.08","3,562.76","3,585.19","3,562.75",0.61%
2021/11/19,"3,560.37","3,519.28","3,561.91","3,517.65",1.13%
2021/11/18,"3,520.71","3,531.49","3,537.98","3,513.11",-0.47%
2021/11/17,"3,537.37","3,518.56","3,537.51","3,513.52",0.44%
2021/11/16,"3,521.79","3,530.46","3,549.77","3,517.81",-0.33%
2021/11/15,"3,533.30","3,542.90","3,550.44","3,521.29",-0.16%
2021/11/12,"3,539.10","3,534.15","3,543.65","3,527.39",0.18%
2021/11/11,"3,532.79","3,486.45","3,534.20","3,482.83",1.15%
2021/11/10,"3,492.46","3,498.94","3,498.94","3,448.44",-0.41%
2021/11/9,"3,507.00","3,507.11","3,514.95","3,489.04",0.24%
2021/11/8,"3,498.63","3,491.97","3,507.27","3,484.24",0.20%
2021/11/5,"3,491.57","3,520.21","3,525.87","3,491.46",-1.00%
2021/11/4,"3,526.87","3,505.89","3,527.95","3,503.01",0.81%
2021/11/3,"3,498.54","3,501.10","3,512.61","3,480.49",-0.20%
2021/11/2,"3,505.63","3,543.38","3,559.05","3,477.66",-1.10%
2021/11/1,"3,544.48","3,530.40","3,556.59","3,519.29",-0.08%
2021/10/29,"3,547.34","3,519.33","3,547.34","3,502.80",0.82%
2021/10/28,"3,518.42","3,548.70","3,552.04","3,509.49",-1.23%
2021/10/27,"3,562.31","3,589.86","3,589.86","3,553.13",-0.98%
2021/10/26,"3,597.64","3,612.83","3,625.02","3,589.71",-0.34%
2021/10/25,"3,609.86","3,574.26","3,611.09","3,564.21",0.76%
2021/10/22,"3,582.60","3,594.75","3,607.58","3,578.76",-0.34%
2021/10/21,"3,594.78","3,590.05","3,610.96","3,576.35",0.22%
2021/10/20,"3,587.00","3,583.24","3,596.05","3,574.30",-0.17%
2021/10/19,"3,593.15","3,562.30","3,596.79","3,560.62",0.70%
2021/10/18,"3,568.14","3,571.05","3,571.05","3,539.48",-0.12%
2021/10/15,"3,572.37","3,551.99","3,578.77","3,542.69",0.40%
2021/10/14,"3,558.28","3,555.11","3,569.69","3,547.18",-0.10%
2021/10/13,"3,561.76","3,543.49","3,569.13","3,515.65",0.42%
2021/10/12,"3,546.94","3,581.30","3,583.64","3,515.14",-1.25%
2021/10/11,"3,591.71","3,600.36","3,614.70","3,586.75",-0.01%
2021/10/8,"3,592.17","3,609.09","3,612.55","3,571.73",0.67%
2021/9/30,"3,568.17","3,541.93","3,572.43","3,541.93",0.90%
2021/9/29,"3,536.29","3,573.52","3,573.52","3,518.05",-1.83%
2021/9/28,"3,602.22","3,577.89","3,610.92","3,568.82",0.54%
2021/9/27,"3,582.83","3,625.96","3,640.81","3,559.92",-0.84%
2021/9/24,"3,613.07","3,637.87","3,651.43","3,607.79",-0.80%
2021/9/23,"3,642.22","3,651.27","3,670.95","3,632.28",0.38%
2021/9/22,"3,628.49","3,563.21","3,629.45","3,560.50",0.40%
2021/9/17,"3,613.97","3,595.27","3,620.96","3,569.27",0.19%
2021/9/16,"3,607.09","3,664.84","3,677.92","3,606.73",-1.34%
2021/9/15,"3,656.22","3,651.16","3,677.53","3,638.32",-0.17%
2021/9/14,"3,662.60","3,709.63","3,723.85","3,655.63",-1.42%
2021/9/13,"3,715.37","3,699.25","3,716.83","3,692.82",0.33%
2021/9/10,"3,703.11","3,691.19","3,722.87","3,681.64",0.27%
2021/9/9,"3,693.13","3,666.82","3,693.45","3,662.16",0.49%
2021/9/8,"3,675.19","3,673.40","3,695.32","3,661.00",-0.04%
2021/9/7,"3,676.59","3,621.71","3,681.93","3,615.14",1.51%
2021/9/6,"3,621.86","3,580.14","3,626.29","3,580.14",1.12%
2021/9/3,"3,581.73","3,602.74","3,613.95","3,569.40",-0.43%
2021/9/2,"3,597.04","3,559.90","3,597.37","3,557.68",0.84%
2021/9/1,"3,567.10","3,543.87","3,582.32","3,514.67",0.65%
2021/8/31,"3,543.94","3,519.02","3,543.94","3,496.39",0.45%
2021/8/30,"3,528.15","3,535.07","3,539.49","3,512.99",0.17%
2021/8/27,"3,522.16","3,494.42","3,530.19","3,493.38",0.59%
2021/8/26,"3,501.66","3,537.31","3,537.32","3,499.45",-1.09%
2021/8/25,"3,540.38","3,517.92","3,540.39","3,510.07",0.74%
2021/8/24,"3,514.47","3,482.27","3,522.70","3,481.14",1.07%
2021/8/23,"3,477.13","3,436.80","3,481.25","3,436.67",1.45%
2021/8/20,"3,427.33","3,442.51","3,453.15","3,394.97",-1.10%
2021/8/19,"3,465.55","3,475.30","3,480.46","3,446.01",-0.57%
2021/8/18,"3,485.29","3,442.35","3,487.44","3,437.69",1.11%
2021/8/17,"3,446.98","3,512.11","3,531.72","3,438.12",-2.00%
